Date;ALV_High;ALV_Low;Last;Previous Day Price;ALV_Volume;GOOGL_Open;GOOGL_High;GOOGL_Low;GOOGL_Close;GOOGL_Volume;Ex-Dividend_x;Split Ratio_x;Adj. Open_x;Adj. High_x;Adj. Low_x;Adj. Close_x;Adj. Volume_x;FB_Open;FB_High;FB_Low;FB_Close;FB_Volume;Ex-Dividend_y;Split Ratio_y;Adj. Open_y;Adj. High_y;Adj. Low_y;Adj. Close_y;Adj. Volume_y;MSCI_Open;MSCI_High;MSCI_Low;Settle;MSCI_Volume;Prev. Day Open Interest;year;month;weekday
2017-01-25;2.714;2.666;2.714;2.642;0.0;829.62;835.77;825.06;835.67;1627304.0;0.0;1.0;829.62;835.77;825.06;835.67;1627304.0;130.0;131.74;129.77;131.48;18777314.0;0.0;1.0;130.0;131.74;129.77;131.48;18777314.0;0.0;0.0;0.0;5005.0;0.0;0.0;2017;1;2
2017-01-26;2.755;2.65;2.755;2.714;3000.0;837.81;838.0;827.01;832.15;2973891.0;0.0;1.0;837.81;838.0;827.01;832.15;2973891.0;131.63;133.14;131.4401;132.78;20020141.0;0.0;1.0;131.63;133.14;131.4401;132.78;20020141.0;0.0;0.0;0.0;5003.0;0.0;0.0;2017;1;3
2017-01-27;2.72;2.696;2.707;2.755;0.0;834.71;841.95;820.44;823.31;2965771.0;0.0;1.0;834.71;841.95;820.44;823.31;2965771.0;132.68;132.95;131.08;132.18;19539514.0;0.0;1.0;132.68;132.95;131.08;132.18;19539514.0;0.0;0.0;0.0;5000.0;0.0;0.0;2017;1;4
2017-01-30;2.66;2.619;2.619;2.707;0.0;814.66;815.84;799.8;802.32;3246573.0;0.0;1.0;814.66;815.84;799.8;802.32;3246573.0;131.58;131.58;129.6;130.98;18956095.0;0.0;1.0;131.58;131.58;129.6;130.98;18956095.0;0.0;0.0;0.0;4951.0;0.0;0.0;2017;1;0
2017-01-31;2.612;2.58;2.581;2.619;0.0;796.86;801.25;790.52;796.79;2160556.0;0.0;1.0;796.86;801.25;790.52;796.79;2160556.0;130.17;130.66;129.5157;130.32;19790484.0;0.0;1.0;130.17;130.66;129.5157;130.32;19790484.0;0.0;0.0;0.0;4952.0;0.0;0.0;2017;1;1
2017-02-01;2.625;2.552;2.625;2.581;0.0;799.68;801.19;791.19;795.695;2029744.0;0.0;1.0;799.68;801.19;791.19;795.695;2029744.0;132.25;133.49;130.68;133.23;50139775.0;0.0;1.0;132.25;133.49;130.68;133.23;50139775.0;0.0;0.0;0.0;4970.0;0.0;0.0;2017;2;2
2017-02-02;2.604;2.567;2.567;2.625;0.0;793.8;802.7;792.0;798.53;1532138.0;0.0;1.0;793.8;802.7;792.0;798.53;1532138.0;133.22;135.49;130.4;130.84;54366447.0;0.0;1.0;133.22;135.49;130.4;130.84;54366447.0;0.0;0.0;0.0;4984.0;0.0;0.0;2017;2;3
2017-02-03;2.656;2.569;2.645;2.567;0.0;802.99;806.0;800.37;801.49;1463448.0;0.0;1.0;802.99;806.0;800.37;801.49;1463448.0;131.24;132.85;130.76;130.98;24804890.0;0.0;1.0;131.24;132.85;130.76;130.98;24804890.0;0.0;0.0;0.0;5010.0;0.0;0.0;2017;2;4
2017-02-06;2.701;2.645;2.658;2.645;0.0;799.7;801.67;795.2501;801.34;1184483.0;0.0;1.0;799.7;801.67;795.2501;801.34;1184483.0;130.98;132.06;130.3;132.06;17058494.0;0.0;1.0;130.98;132.06;130.3;132.06;17058494.0;0.0;0.0;0.0;4991.0;0.0;0.0;2017;2;0
2017-02-07;2.644;2.622;2.644;2.658;0.0;803.99;810.5;801.78;806.97;1241221.0;0.0;1.0;803.99;810.5;801.78;806.97;1241221.0;132.24;133.0;131.661;131.84;14596449.0;0.0;1.0;132.24;133.0;131.661;131.84;14596449.0;0.0;0.0;0.0;4988.0;0.0;0.0;2017;2;1
2017-02-08;2.65;2.6;2.6;2.644;0.0;807.0;811.84;803.1903;808.38;1155990.0;0.0;1.0;807.0;811.84;803.1903;808.38;1155990.0;132.6;134.44;132.44;134.2;22390556.0;0.0;1.0;132.6;134.44;132.44;134.2;22390556.0;0.0;0.0;0.0;4994.0;0.0;0.0;2017;2;2
2017-02-09;2.692;2.65;2.692;2.6;1.0;809.51;810.66;804.54;809.56;990391.0;0.0;1.0;809.51;810.66;804.54;809.56;990391.0;134.49;134.5;133.31;134.14;16470609.0;0.0;1.0;134.49;134.5;133.31;134.14;16470609.0;0.0;0.0;0.0;5018.0;0.0;0.0;2017;2;3
2017-02-10;2.672;2.672;2.672;2.692;0.0;811.7;815.25;809.78;813.67;1134976.0;0.0;1.0;811.7;815.25;809.78;813.67;1134976.0;134.1;134.94;133.68;134.19;15061939.0;0.0;1.0;134.1;134.94;133.68;134.19;15061939.0;0.0;0.0;0.0;5027.0;0.0;0.0;2017;2;4
2017-02-13;2.742;2.686;2.742;2.672;0.0;816.0;820.959;815.49;819.24;1213324.0;0.0;1.0;816.0;820.959;815.49;819.24;1213324.0;134.6975;134.6975;133.7;134.05;13526221.0;0.0;1.0;134.6975;134.6975;133.7;134.05;13526221.0;0.0;0.0;0.0;5056.0;0.0;0.0;2017;2;0
2017-02-14;2.75;2.711;2.733;2.742;20000.0;819.0;823.0;816.0;820.45;1054732.0;0.0;1.0;819.0;823.0;816.0;820.45;1054732.0;134.1;134.23;132.55;133.85;14364877.0;0.0;1.0;134.1;134.23;132.55;133.85;14364877.0;0.0;0.0;0.0;5048.0;0.0;0.0;2017;2;1
2017-02-15;2.83;2.777;2.82;2.733;0.0;819.36;823.0;818.47;818.98;1313617.0;0.0;1.0;819.36;823.0;818.47;818.98;1313617.0;133.45;133.7;132.66;133.44;13226534.0;0.0;1.0;133.45;133.7;132.66;133.44;13226534.0;0.0;0.0;0.0;5082.0;0.0;0.0;2017;2;2
2017-02-16;2.82;2.801;2.804;2.82;500.0;819.93;824.4;818.98;824.16;1287626.0;0.0;1.0;819.93;824.4;818.98;824.16;1287626.0;133.07;133.87;133.022;133.84;12831092.0;0.0;1.0;133.07;133.87;133.022;133.84;12831092.0;0.0;0.0;0.0;5085.0;0.0;0.0;2017;2;3
2017-02-17;2.775;2.728;2.764;2.804;1000.0;823.02;828.07;821.655;828.07;1611039.0;0.0;1.0;823.02;828.07;821.655;828.07;1611039.0;133.5;134.0912;133.17;133.53;12276490.0;0.0;1.0;133.5;134.0912;133.17;133.53;12276490.0;0.0;0.0;0.0;5074.0;0.0;0.0;2017;2;4
2017-02-21;2.795;2.767;2.795;2.792;0.0;828.66;833.45;828.35;831.66;1262337.0;0.0;1.0;828.66;833.45;828.35;831.66;1262337.0;133.5;133.91;132.9;133.72;14759109.0;0.0;1.0;133.5;133.91;132.9;133.72;14759109.0;0.0;0.0;0.0;5115.0;0.0;0.0;2017;2;1
2017-02-22;2.819;2.776;2.779;2.795;2000.0;828.66;833.25;828.64;830.76;987248.0;0.0;1.0;828.66;833.25;828.64;830.76;987248.0;133.6;136.79;133.46;136.12;27360092.0;0.0;1.0;133.6;136.79;133.46;136.12;27360092.0;0.0;0.0;0.0;5119.0;0.0;0.0;2017;2;2
2017-02-23;2.872;2.704;2.872;2.779;0.0;830.12;832.46;822.88;831.33;1472771.0;0.0;1.0;830.12;832.46;822.88;831.33;1472771.0;135.89;136.12;134.33;135.36;18422549.0;0.0;1.0;135.89;136.12;134.33;135.36;18422549.0;0.0;0.0;0.0;5114.0;0.0;0.0;2017;2;3
2017-02-24;2.704;2.652;2.652;2.872;0.0;827.73;829.0;824.2;828.64;1392202.0;0.0;1.0;827.73;829.0;824.2;828.64;1392202.0;134.16;135.62;134.16;135.44;12625742.0;0.0;1.0;134.16;135.62;134.16;135.44;12625742.0;0.0;0.0;0.0;5107.0;0.0;0.0;2017;2;4
2017-02-27;2.649;2.625;2.625;2.652;1850.0;824.55;830.5;824.0;829.28;1101466.0;0.0;1.0;824.55;830.5;824.0;829.28;1101466.0;135.26;137.1846;135.02;136.41;14306668.0;0.0;1.0;135.26;137.1846;135.02;136.41;14306668.0;0.0;0.0;0.0;5116.0;0.0;0.0;2017;2;0
2017-02-28;2.649;2.631;2.631;2.625;0.0;825.61;828.54;820.2;823.21;2260769.0;0.0;1.0;825.61;828.54;820.2;823.21;2260769.0;136.79;136.805;134.75;135.54;16112092.0;0.0;1.0;136.79;136.805;134.75;135.54;16112092.0;0.0;0.0;0.0;5117.0;0.0;0.0;2017;2;1
2017-03-01;2.697;2.634;2.697;2.631;0.0;828.85;836.255;827.26;835.24;1496540.0;0.0;1.0;828.85;836.255;827.26;835.24;1496540.0;136.47;137.48;136.3;137.42;16257010.0;0.0;1.0;136.47;137.48;136.3;137.42;16257010.0;5118.0;5118.0;5118.0;5164.0;2503.0;2503.0;2017;3;2
2017-03-02;2.706;2.706;2.706;2.697;0.0;833.85;834.51;829.64;830.63;942476.0;0.0;1.0;833.85;834.51;829.64;830.63;942476.0;137.09;137.82;136.31;136.76;12294804.0;0.0;1.0;137.09;137.82;136.31;136.76;12294804.0;5145.0;5145.0;5142.0;5146.0;1003.0;3497.0;2017;3;3
2017-03-03;2.64;2.64;2.64;2.706;0.0;830.56;831.36;825.751;829.08;896378.0;0.0;1.0;830.56;831.36;825.751;829.08;896378.0;136.63;137.33;136.08;137.17;11160563.0;0.0;1.0;136.63;137.33;136.08;137.17;11160563.0;5132.0;5132.0;5132.0;5131.0;50.0;3447.0;2017;3;4
2017-03-06;2.664;2.664;2.664;2.64;0.0;826.95;828.88;822.4;827.78;1109037.0;0.0;1.0;826.95;828.88;822.4;827.78;1109037.0;136.88;137.83;136.51;137.42;12748179.0;0.0;1.0;136.88;137.83;136.51;137.42;12748179.0;5130.0;5130.0;5130.0;5124.0;1.0;3447.0;2017;3;0
2017-03-07;2.623;2.609;2.623;2.664;0.0;827.4;833.41;826.52;831.91;1037630.0;0.0;1.0;827.4;833.41;826.52;831.91;1037630.0;137.03;138.37;136.99;137.3;13527132.0;0.0;1.0;137.03;138.37;136.99;137.3;13527132.0;5120.0;5120.0;5118.0;5118.0;10329.0;12830.0;2017;3;1
2017-03-08;2.654;2.593;2.654;2.623;0.0;833.51;838.15;831.79;835.37;989773.0;0.0;1.0;833.51;838.15;831.79;835.37;989773.0;137.15;137.99;137.0516;137.72;10184514.0;0.0;1.0;137.15;137.99;137.0516;137.72;10184514.0;5106.0;5119.0;5106.0;5117.0;1025.0;13830.0;2017;3;2
2017-03-09;2.673;2.657;2.672;2.654;0.0;836.0;842.0;834.21;838.68;1261517.0;0.0;1.0;836.0;842.0;834.21;838.68;1261517.0;137.72;138.57;137.4;138.24;15535259.0;0.0;1.0;137.72;138.57;137.4;138.24;15535259.0;5102.0;5109.0;5094.0;5111.0;4445.0;18247.0;2017;3;3
2017-03-10;2.671;2.648;2.652;2.672;0.0;843.28;844.91;839.5;843.25;1704024.0;0.0;1.0;843.28;844.91;839.5;843.25;1704024.0;138.91;139.49;138.22;138.79;16314113.0;0.0;1.0;138.91;139.49;138.22;138.79;16314113.0;5137.0;5141.0;5130.0;5134.0;1449.0;18257.0;2017;3;4
2017-03-13;2.646;2.625;2.646;2.652;16000.0;844.0;848.685;843.25;845.54;1223647.0;0.0;1.0;844.0;848.685;843.25;845.54;1223647.0;138.71;139.68;138.6729;139.6;10955450.0;0.0;1.0;138.71;139.68;138.6729;139.6;10955450.0;5141.0;5147.0;5135.0;5145.0;6066.0;23132.0;2017;3;0
2017-03-14;2.616;2.586;2.596;2.646;1000.0;843.64;847.24;840.8;845.62;780198.0;0.0;1.0;843.64;847.24;840.8;845.62;780198.0;139.46;139.46;138.52;139.32;12944018.0;0.0;1.0;139.46;139.46;138.52;139.32;12944018.0;5132.0;5132.0;5113.0;5120.0;6658.0;27536.0;2017;3;1
2017-03-15;2.624;2.588;2.623;2.596;50.0;847.59;848.63;840.77;847.2;1381474.0;0.0;1.0;847.59;848.63;840.77;847.2;1381474.0;139.29;140.1;138.49;139.72;19344826.0;0.0;1.0;139.29;140.1;138.49;139.72;19344826.0;5121.0;5146.0;5121.0;5147.0;11607.0;32735.0;2017;3;2
2017-03-16;2.643;2.58;2.643;2.623;0.0;849.03;850.85;846.13;848.78;977560.0;0.0;1.0;849.03;850.85;846.13;848.78;977560.0;140.2;140.25;139.73;139.99;13612942.0;0.0;1.0;140.2;140.25;139.73;139.99;13612942.0;5196.0;5197.0;5178.0;5187.0;3688.0;34985.0;2017;3;3
2017-03-17;2.685;2.616;2.62;2.643;0.0;851.61;853.4;847.11;852.12;1716471.0;0.0;1.0;851.61;853.4;847.11;852.12;1716471.0;140.34;140.34;139.7;139.84;20592818.0;0.0;1.0;140.34;140.34;139.7;139.84;20592818.0;5188.0;5192.0;5180.0;5184.0;1614.0;36277.0;2017;3;4
2017-03-20;2.638;2.6;2.6;2.62;162.0;850.01;850.22;845.15;848.4;1231521.0;0.0;1.0;850.01;850.22;845.15;848.4;1231521.0;139.71;140.19;139.25;139.94;12099471.0;0.0;1.0;139.71;140.19;139.25;139.94;12099471.0;5184.0;5184.0;5176.0;5176.0;134.0;36289.0;2017;3;0
2017-03-21;2.673;2.589;2.669;2.6;0.0;851.4;853.5;829.02;830.46;2463484.0;0.0;1.0;851.4;853.5;829.02;830.46;2463484.0;141.15;142.3082;138.4;138.51;29894784.0;0.0;1.0;141.15;142.3082;138.4;138.51;29894784.0;5186.0;5195.0;5122.0;5146.0;370.0;36572.0;2017;3;1
2017-03-22;2.622;2.576;2.598;2.669;3500.0;831.91;835.55;827.1801;829.59;1401465.0;0.0;1.0;831.91;835.55;827.1801;829.59;1401465.0;137.93;139.79;137.6;139.59;17055449.0;0.0;1.0;137.93;139.79;137.6;139.59;17055449.0;5111.0;5124.0;5110.0;5121.0;262.0;36263.0;2017;3;2
2017-03-23;2.607;2.581;2.596;2.598;20000.0;821.0;822.57;812.257;817.58;3487056.0;0.0;1.0;821.0;822.57;812.257;817.58;3487056.0;139.48;140.39;139.09;139.53;13022801.0;0.0;1.0;139.48;140.39;139.09;139.53;13022801.0;5124.0;5144.0;5120.0;5150.0;77.0;36308.0;2017;3;3
2017-03-24;2.619;2.608;2.608;2.596;0.0;820.08;821.93;808.89;814.43;1981006.0;0.0;1.0;820.08;821.93;808.89;814.43;1981006.0;140.08;141.0244;139.76;140.34;16664683.0;0.0;1.0;140.08;141.0244;139.76;140.34;16664683.0;5137.0;5146.0;5137.0;5147.0;17.0;36302.0;2017;3;4
2017-03-27;2.588;2.576;2.576;2.608;0.0;806.95;821.63;803.37;819.51;1894990.0;0.0;1.0;806.95;821.63;803.37;819.51;1894990.0;139.05;140.65;138.77;140.32;12800544.0;0.0;1.0;139.05;140.65;138.77;140.32;12800544.0;5108.0;5127.0;5099.0;5126.0;25.0;36300.0;2017;3;0
2017-03-28;2.627;2.592;2.605;2.576;0.0;820.41;825.99;814.027;820.92;1620542.0;0.0;1.0;820.41;825.99;814.027;820.92;1620542.0;140.36;141.95;140.01;141.76;14679436.0;0.0;1.0;140.36;141.95;140.01;141.76;14679436.0;5140.0;5161.0;5137.0;5160.0;100.0;36304.0;2017;3;1
2017-03-29;2.625;2.587;2.587;2.605;0.0;825.0;832.765;822.3801;831.41;1786321.0;0.0;1.0;825.0;832.765;822.3801;831.41;1786321.0;141.99;142.86;141.43;142.65;16527574.0;0.0;1.0;141.99;142.86;141.43;142.65;16527574.0;5169.0;5170.0;5160.0;5168.0;226.0;36501.0;2017;3;2
2017-03-30;2.648;2.619;2.648;2.587;0.0;833.5;833.68;829.0;831.5;1055339.0;0.0;1.0;833.5;833.68;829.0;831.5;1055339.0;142.4;142.95;141.85;142.41;12403997.0;0.0;1.0;142.4;142.95;141.85;142.41;12403997.0;5170.0;5186.0;5162.0;5186.0;323.0;36488.0;2017;3;3
