Date;ALV_High;ALV_Low;Last;Previous Day Price;ALV_Volume;GOOGL_Open;GOOGL_High;GOOGL_Low;GOOGL_Close;GOOGL_Volume;Ex-Dividend_x;Split Ratio_x;Adj. Open_x;Adj. High_x;Adj. Low_x;Adj. Close_x;Adj. Volume_x;FB_Open;FB_High;FB_Low;FB_Close;FB_Volume;Ex-Dividend_y;Split Ratio_y;Adj. Open_y;Adj. High_y;Adj. Low_y;Adj. Close_y;Adj. Volume_y;MSCI_Open;MSCI_High;MSCI_Low;Settle;MSCI_Volume;Prev. Day Open Interest;year;month;weekday
2012-11-23;;;;;;;;;;;;;;;;;;24.58;24.68;23.88;23.998;29520900.0;0.0;1.0;24.58;24.68;23.88;23.998;29520900.0;;;;;;;2012;11;4
2012-11-26;;;;;;;;;;;;;;;;;;24.935;26.09;24.81;25.94;123865000.0;0.0;1.0;24.935;26.09;24.81;25.94;123865000.0;;;;;;;2012;11;0
2012-11-27;;;;;;;;;;;;;;;;;;26.04;26.5;25.46;26.15;85760600.0;0.0;1.0;26.04;26.5;25.46;26.15;85760600.0;;;;;;;2012;11;1
2012-11-28;;;;;;;;;;;;;;;;;;25.94;26.49;25.75;26.36;49205600.0;0.0;1.0;25.94;26.49;25.75;26.36;49205600.0;;;;;;;2012;11;2
2012-11-29;;;;;;;;;;;;;;;;;;26.5;27.52;26.16;27.32;88759700.0;0.0;1.0;26.5;27.52;26.16;27.32;88759700.0;;;;;;;2012;11;3
2012-11-30;;;;;;;;;;;;;;;;;;27.26;28.0;26.76;28.0;127049600.0;0.0;1.0;27.26;28.0;26.76;28.0;127049600.0;;;;;;;2012;11;4
2012-12-03;;;;;;;;;;;;;;;;;;27.9999;28.88;26.98;27.04;123526100.0;0.0;1.0;27.9999;28.88;26.98;27.04;123526100.0;;;;;;;2012;12;0
2012-12-04;;;;;;;;;;;;;;;;;;27.06;27.76;26.68;27.46;72869200.0;0.0;1.0;27.06;27.76;26.68;27.46;72869200.0;;;;;;;2012;12;1
2012-12-05;;;;;;;;;;;;;;;;;;27.75;27.9;27.26;27.71;58976300.0;0.0;1.0;27.75;27.9;27.26;27.71;58976300.0;;;;;;;2012;12;2
2012-12-06;;;;;;;;;;;;;;;;;;27.68;27.75;26.82;26.97;46001500.0;0.0;1.0;27.68;27.75;26.82;26.97;46001500.0;;;;;;;2012;12;3
2012-12-07;;;;;;;;;;;;;;;;;;27.07;27.78;26.84;27.485;51751900.0;0.0;1.0;27.07;27.78;26.84;27.485;51751900.0;;;;;;;2012;12;4
2012-12-10;;;;;;;;;;;;;;;;;;27.17;28.17;27.1;27.84;50608500.0;0.0;1.0;27.17;28.17;27.1;27.84;50608500.0;;;;;;;2012;12;0
2012-12-11;;;;;;;;;;;;;;;;;;28.07;28.24;27.66;27.98;77099100.0;0.0;1.0;28.07;28.24;27.66;27.98;77099100.0;;;;;;;2012;12;1
2012-12-12;;;;;;;;;;;;;;;;;;28.0;28.14;27.37;27.5801;46704200.0;0.0;1.0;28.0;28.14;27.37;27.5801;46704200.0;;;;;;;2012;12;2
